SystemName	DisplayName	State	StartMode
SJPRTGAPPPRDN01	AllJoyn Router Service	Stopped	Manual
SJPRTGAPPPRDN01	Application Layer Gateway Service	Stopped	Manual
SJPRTGAPPPRDN01	Application Identity	Stopped	Manual
SJPRTGAPPPRDN01	Application Information	Stopped	Manual
SJPRTGAPPPRDN01	Application Management	Stopped	Manual
SJPRTGAPPPRDN01	App Readiness	Stopped	Manual
SJPRTGAPPPRDN01	Microsoft App-V Client	Stopped	Disabled
SJPRTGAPPPRDN01	AppX Deployment Service (AppXSVC)	Stopped	Manual
SJPRTGAPPPRDN01	Windows Audio Endpoint Builder	Stopped	Manual
SJPRTGAPPPRDN01	Windows Audio	Stopped	Manual
SJPRTGAPPPRDN01	ActiveX Installer (AxInstSV)	Stopped	Manual
SJPRTGAPPPRDN01	Base Filtering Engine	Running	Auto
SJPRTGAPPPRDN01	Background Intelligent Transfer Service	Stopped	Manual
SJPRTGAPPPRDN01	Background Tasks Infrastructure Service	Running	Auto
SJPRTGAPPPRDN01	Computer Browser	Stopped	Disabled
SJPRTGAPPPRDN01	Bluetooth Support Service	Stopped	Manual
SJPRTGAPPPRDN01	Carbon Black Sensor	Running	Auto
SJPRTGAPPPRDN01	Connected Devices Platform Service	Stopped	Auto
SJPRTGAPPPRDN01	Certificate Propagation	Running	Manual
SJPRTGAPPPRDN01	Active Directory Certificate Services	Stopped	Disabled
SJPRTGAPPPRDN01	Client License Service (ClipSVC)	Stopped	Manual
SJPRTGAPPPRDN01	COM+ System Application	Stopped	Manual
SJPRTGAPPPRDN01	CoreMessaging	Running	Auto
SJPRTGAPPPRDN01	Cryptographic Services	Running	Auto
SJPRTGAPPPRDN01	Offline Files	Stopped	Disabled
SJPRTGAPPPRDN01	DCOM Server Process Launcher	Running	Auto
SJPRTGAPPPRDN01	DataCollectionPublishingService	Stopped	Manual
SJPRTGAPPPRDN01	Optimize drives	Stopped	Manual
SJPRTGAPPPRDN01	Device Association Service	Stopped	Manual
SJPRTGAPPPRDN01	Device Install Service	Running	Manual
SJPRTGAPPPRDN01	DevQuery Background Discovery Broker	Stopped	Manual
SJPRTGAPPPRDN01	DHCP Client	Running	Auto
SJPRTGAPPPRDN01	Microsoft (R) Diagnostics Hub Standard Collector Service	Stopped	Manual
SJPRTGAPPPRDN01	Connected User Experiences and Telemetry	Running	Auto
SJPRTGAPPPRDN01	Device Management Enrollment Service	Stopped	Manual
SJPRTGAPPPRDN01	dmwappushsvc	Stopped	Manual
SJPRTGAPPPRDN01	DNS Client	Running	Auto
SJPRTGAPPPRDN01	Wired AutoConfig	Stopped	Manual
SJPRTGAPPPRDN01	Diagnostic Policy Service	Running	Auto
SJPRTGAPPPRDN01	Device Setup Manager	Stopped	Manual
SJPRTGAPPPRDN01	Data Sharing Service	Running	Manual
SJPRTGAPPPRDN01	Extensible Authentication Protocol	Stopped	Manual
SJPRTGAPPPRDN01	Encrypting File System (EFS)	Stopped	Manual
SJPRTGAPPPRDN01	Embedded Mode	Stopped	Manual
SJPRTGAPPPRDN01	Enterprise App Management Service	Stopped	Manual
SJPRTGAPPPRDN01	Windows Event Log	Running	Auto
SJPRTGAPPPRDN01	COM+ Event System	Running	Auto
SJPRTGAPPPRDN01	Function Discovery Provider Host	Stopped	Manual
SJPRTGAPPPRDN01	Function Discovery Resource Publication	Stopped	Manual
SJPRTGAPPPRDN01	Windows Font Cache Service	Running	Auto
SJPRTGAPPPRDN01	Windows Camera Frame Server	Stopped	Manual
SJPRTGAPPPRDN01	Google Chrome Elevation Service	Stopped	Manual
SJPRTGAPPPRDN01	Group Policy Client	Running	Auto
SJPRTGAPPPRDN01	Google Update Service (gupdate)	Stopped	Auto
SJPRTGAPPPRDN01	Google Update Service (gupdatem)	Stopped	Manual
SJPRTGAPPPRDN01	Human Interface Device Service	Stopped	Manual
SJPRTGAPPPRDN01	HV Host Service	Stopped	Manual
SJPRTGAPPPRDN01	Windows Mobile Hotspot Service	Stopped	Manual
SJPRTGAPPPRDN01	IKE and AuthIP IPsec Keying Modules	Running	Auto
SJPRTGAPPPRDN01	IP Helper	Running	Auto
SJPRTGAPPPRDN01	CNG Key Isolation	Running	Manual
SJPRTGAPPPRDN01	KDC Proxy Server service (KPS)	Stopped	Manual
SJPRTGAPPPRDN01	KtmRm for Distributed Transaction Coordinator	Stopped	Manual
SJPRTGAPPPRDN01	Server	Running	Auto
SJPRTGAPPPRDN01	Workstation	Running	Auto
SJPRTGAPPPRDN01	Geolocation Service	Stopped	Manual
SJPRTGAPPPRDN01	Windows License Manager Service	Stopped	Manual
SJPRTGAPPPRDN01	LiveUpdate	Stopped	Manual
SJPRTGAPPPRDN01	Link-Layer Topology Discovery Mapper	Stopped	Manual
SJPRTGAPPPRDN01	TCP/IP NetBIOS Helper	Running	Manual
SJPRTGAPPPRDN01	Local Session Manager	Running	Auto
SJPRTGAPPPRDN01	Downloaded Maps Manager	Stopped	Auto
SJPRTGAPPPRDN01	Windows Firewall	Running	Auto
SJPRTGAPPPRDN01	Distributed Transaction Coordinator	Running	Auto
SJPRTGAPPPRDN01	Microsoft iSCSI Initiator Service	Stopped	Manual
SJPRTGAPPPRDN01	Windows Installer	Stopped	Manual
SJPRTGAPPPRDN01	NetBackup Deduplication Multi-Threaded Agent	Stopped	Manual
SJPRTGAPPPRDN01	Network Connectivity Assistant	Stopped	Manual
SJPRTGAPPPRDN01	Network Connection Broker	Running	Manual
SJPRTGAPPPRDN01	NetBackup Client Service	Running	Auto
SJPRTGAPPPRDN01	NetBackup Discovery Framework	Running	Auto
SJPRTGAPPPRDN01	NetBackup Legacy Client Service	Running	Auto
SJPRTGAPPPRDN01	NetBackup Legacy Network Service	Running	Auto
SJPRTGAPPPRDN01	NetBackup Proxy Service	Stopped	Manual
SJPRTGAPPPRDN01	NetBackup SAN Client Fibre Transport Service	Stopped	Disabled
SJPRTGAPPPRDN01	Netlogon	Running	Auto
SJPRTGAPPPRDN01	Network Connections	Stopped	Manual
SJPRTGAPPPRDN01	Network List Service	Running	Manual
SJPRTGAPPPRDN01	Network Setup Service	Stopped	Manual
SJPRTGAPPPRDN01	Net.Tcp Port Sharing Service	Stopped	Disabled
SJPRTGAPPPRDN01	Microsoft Passport Container	Stopped	Manual
SJPRTGAPPPRDN01	Microsoft Passport	Stopped	Manual
SJPRTGAPPPRDN01	Network Location Awareness	Running	Auto
SJPRTGAPPPRDN01	Network Store Interface Service	Running	Auto
SJPRTGAPPPRDN01	Cb Protection Agent	Running	Auto
SJPRTGAPPPRDN01	Program Compatibility Assistant Service	Running	Auto
SJPRTGAPPPRDN01	PDQDeployRunner-1	Stopped	Manual
SJPRTGAPPPRDN01	Performance Counter DLL Host	Stopped	Manual
SJPRTGAPPPRDN01	Phone Service	Stopped	Manual
SJPRTGAPPPRDN01	Performance Logs & Alerts	Stopped	Manual
SJPRTGAPPPRDN01	Plug and Play	Running	Manual
SJPRTGAPPPRDN01	IPsec Policy Agent	Running	Manual
SJPRTGAPPPRDN01	Power	Running	Auto
SJPRTGAPPPRDN01	Printer Extensions and Notifications	Stopped	Manual
SJPRTGAPPPRDN01	User Profile Service	Running	Auto
SJPRTGAPPPRDN01	PRTG Core Server Service	Running	Auto
SJPRTGAPPPRDN01	PRTG Probe Service	Running	Auto
SJPRTGAPPPRDN01	Quality Windows Audio Video Experience	Stopped	Manual
SJPRTGAPPPRDN01	Remote Access Auto Connection Manager	Stopped	Manual
SJPRTGAPPPRDN01	Remote Access Connection Manager	Stopped	Manual
SJPRTGAPPPRDN01	Routing and Remote Access	Stopped	Disabled
SJPRTGAPPPRDN01	Remote Registry	Stopped	Auto
SJPRTGAPPPRDN01	Radio Management Service	Stopped	Manual
SJPRTGAPPPRDN01	RPC Endpoint Mapper	Running	Auto
SJPRTGAPPPRDN01	Remote Procedure Call (RPC) Locator	Stopped	Manual
SJPRTGAPPPRDN01	Remote Procedure Call (RPC)	Running	Auto
SJPRTGAPPPRDN01	Resultant Set of Policy Provider	Stopped	Manual
SJPRTGAPPPRDN01	Special Administration Console Helper	Stopped	Manual
SJPRTGAPPPRDN01	Security Accounts Manager	Running	Auto
SJPRTGAPPPRDN01	Smart Card	Stopped	Disabled
SJPRTGAPPPRDN01	Smart Card Device Enumeration Service	Stopped	Manual
SJPRTGAPPPRDN01	Task Scheduler	Running	Auto
SJPRTGAPPPRDN01	Smart Card Removal Policy	Stopped	Manual
SJPRTGAPPPRDN01	Secondary Logon	Stopped	Manual
SJPRTGAPPPRDN01	System Event Notification Service	Running	Auto
SJPRTGAPPPRDN01	Sensor Data Service	Stopped	Manual
SJPRTGAPPPRDN01	Sensor Service	Stopped	Manual
SJPRTGAPPPRDN01	Sensor Monitoring Service	Stopped	Manual
SJPRTGAPPPRDN01	Symantec Endpoint Protection Local Proxy Service	Stopped	Disabled
SJPRTGAPPPRDN01	Symantec Endpoint Protection	Running	Auto
SJPRTGAPPPRDN01	Symantec Endpoint Protection WSC Service	Running	Auto
SJPRTGAPPPRDN01	Remote Desktop Configuration	Running	Manual
SJPRTGAPPPRDN01	Internet Connection Sharing (ICS)	Stopped	Manual
SJPRTGAPPPRDN01	Shell Hardware Detection	Running	Auto
SJPRTGAPPPRDN01	Microsoft Storage Spaces SMP	Stopped	Manual
SJPRTGAPPPRDN01	Symantec Network Access Control	Stopped	Manual
SJPRTGAPPPRDN01	SNMP Service	Running	Auto
SJPRTGAPPPRDN01	SNMP Trap	Stopped	Manual
SJPRTGAPPPRDN01	Print Spooler	Running	Auto
SJPRTGAPPPRDN01	Software Protection	Stopped	Auto
SJPRTGAPPPRDN01	SSDP Discovery	Running	Manual
SJPRTGAPPPRDN01	Secure Socket Tunneling Protocol Service	Stopped	Manual
SJPRTGAPPPRDN01	State Repository Service	Running	Manual
SJPRTGAPPPRDN01	Windows Image Acquisition (WIA)	Stopped	Manual
SJPRTGAPPPRDN01	Storage Service	Stopped	Manual
SJPRTGAPPPRDN01	Spot Verifier	Stopped	Manual
SJPRTGAPPPRDN01	Microsoft Software Shadow Copy Provider	Stopped	Manual
SJPRTGAPPPRDN01	Superfetch	Stopped	Manual
SJPRTGAPPPRDN01	System Events Broker	Running	Auto
SJPRTGAPPPRDN01	Touch Keyboard and Handwriting Panel Service	Stopped	Manual
SJPRTGAPPPRDN01	Telephony	Stopped	Manual
SJPRTGAPPPRDN01	Remote Desktop Services	Running	Manual
SJPRTGAPPPRDN01	Themes	Running	Auto
SJPRTGAPPPRDN01	Storage Tiers Management	Stopped	Manual
SJPRTGAPPPRDN01	Tile Data model server	Running	Auto
SJPRTGAPPPRDN01	Time Broker	Running	Manual
SJPRTGAPPPRDN01	Distributed Link Tracking Client	Running	Auto
SJPRTGAPPPRDN01	Windows Modules Installer	Stopped	Manual
SJPRTGAPPPRDN01	Auto Time Zone Updater	Stopped	Disabled
SJPRTGAPPPRDN01	User Access Logging Service	Running	Auto
SJPRTGAPPPRDN01	User Experience Virtualization Service	Stopped	Disabled
SJPRTGAPPPRDN01	Interactive Services Detection	Stopped	Manual
SJPRTGAPPPRDN01	Remote Desktop Services UserMode Port Redirector	Running	Manual
SJPRTGAPPPRDN01	UPnP Device Host	Stopped	Manual
SJPRTGAPPPRDN01	User Manager	Running	Auto
SJPRTGAPPPRDN01	Update Orchestrator Service for Windows Update	Stopped	Manual
SJPRTGAPPPRDN01	Credential Manager	Stopped	Manual
SJPRTGAPPPRDN01	Virtual Disk	Stopped	Manual
SJPRTGAPPPRDN01	VMware Alias Manager and Ticket Service	Running	Auto
SJPRTGAPPPRDN01	Hyper-V Guest Service Interface	Stopped	Manual
SJPRTGAPPPRDN01	Hyper-V Heartbeat Service	Stopped	Manual
SJPRTGAPPPRDN01	Hyper-V Data Exchange Service	Stopped	Manual
SJPRTGAPPPRDN01	Hyper-V Remote Desktop Virtualization Service	Stopped	Manual
SJPRTGAPPPRDN01	Hyper-V Guest Shutdown Service	Stopped	Manual
SJPRTGAPPPRDN01	Hyper-V Time Synchronization Service	Stopped	Manual
SJPRTGAPPPRDN01	Hyper-V PowerShell Direct Service	Stopped	Manual
SJPRTGAPPPRDN01	Hyper-V Volume Shadow Copy Requestor	Stopped	Manual
SJPRTGAPPPRDN01	VMware Tools	Running	Auto
SJPRTGAPPPRDN01	VMware Snapshot Provider	Stopped	Manual
SJPRTGAPPPRDN01	VMware CAF AMQP Communication Service	Stopped	Manual
SJPRTGAPPPRDN01	VMware CAF Management Agent Service	Stopped	Manual
SJPRTGAPPPRDN01	Symantec Private Branch Exchange	Running	Auto
SJPRTGAPPPRDN01	Volume Shadow Copy	Stopped	Manual
SJPRTGAPPPRDN01	Windows Time	Running	Auto
SJPRTGAPPPRDN01	WalletService	Stopped	Manual
SJPRTGAPPPRDN01	Windows Biometric Service	Stopped	Auto
SJPRTGAPPPRDN01	Windows Connection Manager	Running	Auto
SJPRTGAPPPRDN01	Diagnostic Service Host	Stopped	Manual
SJPRTGAPPPRDN01	Diagnostic System Host	Stopped	Manual
SJPRTGAPPPRDN01	Windows Defender Network Inspection Service	Stopped	Manual
SJPRTGAPPPRDN01	Windows Event Collector	Stopped	Manual
SJPRTGAPPPRDN01	Windows Encryption Provider Host Service	Stopped	Manual
SJPRTGAPPPRDN01	Problem Reports and Solutions Control Panel Support	Stopped	Manual
SJPRTGAPPPRDN01	Windows Error Reporting Service	Stopped	Manual
SJPRTGAPPPRDN01	Still Image Acquisition Events	Stopped	Manual
SJPRTGAPPPRDN01	Windows Defender Service	Stopped	Manual
SJPRTGAPPPRDN01	WinHTTP Web Proxy Auto-Discovery Service	Stopped	Manual
SJPRTGAPPPRDN01	Windows Management Instrumentation	Running	Auto
SJPRTGAPPPRDN01	Windows Remote Management (WS-Management)	Running	Auto
SJPRTGAPPPRDN01	Windows Insider Service	Stopped	Manual
SJPRTGAPPPRDN01	Microsoft Account Sign-in Assistant	Stopped	Manual
SJPRTGAPPPRDN01	WMI Performance Adapter	Stopped	Manual
SJPRTGAPPPRDN01	Portable Device Enumerator Service	Stopped	Manual
SJPRTGAPPPRDN01	Windows Push Notifications System Service	Running	Auto
SJPRTGAPPPRDN01	Windows Search	Stopped	Disabled
SJPRTGAPPPRDN01	Windows Update	Stopped	Manual
SJPRTGAPPPRDN01	Windows Driver Foundation - User-mode Driver Framework	Running	Manual
SJPRTGAPPPRDN01	FireEye Endpoint Agent	Running	Auto
SJPRTGAPPPRDN01	Xbox Live Auth Manager	Stopped	Manual
SJPRTGAPPPRDN01	Xbox Live Game Save	Stopped	Manual
DRHRDSQLPRDN03	Application Experience	Stopped	Manual
DRHRDSQLPRDN03	Application Layer Gateway Service	Stopped	Manual
DRHRDSQLPRDN03	Application Identity	Stopped	Manual
DRHRDSQLPRDN03	Application Information	Stopped	Manual
DRHRDSQLPRDN03	Application Management	Stopped	Manual
DRHRDSQLPRDN03	App Readiness	Stopped	Manual
DRHRDSQLPRDN03	AppX Deployment Service (AppXSVC)	Stopped	Manual
DRHRDSQLPRDN03	Windows Audio Endpoint Builder	Stopped	Manual
DRHRDSQLPRDN03	Windows Audio	Stopped	Manual
DRHRDSQLPRDN03	Base Filtering Engine	Running	Auto
DRHRDSQLPRDN03	Background Intelligent Transfer Service	Stopped	Manual
DRHRDSQLPRDN03	Background Tasks Infrastructure Service	Running	Auto
DRHRDSQLPRDN03	Computer Browser	Stopped	Disabled
DRHRDSQLPRDN03	Carbon Black Sensor	Running	Auto
DRHRDSQLPRDN03	Certificate Propagation	Running	Manual
DRHRDSQLPRDN03	COM+ System Application	Running	Manual
DRHRDSQLPRDN03	Cryptographic Services	Running	Auto
DRHRDSQLPRDN03	DCOM Server Process Launcher	Running	Auto
DRHRDSQLPRDN03	Optimize drives	Stopped	Manual
DRHRDSQLPRDN03	Device Association Service	Stopped	Manual
DRHRDSQLPRDN03	Device Install Service	Stopped	Manual
DRHRDSQLPRDN03	DHCP Client	Running	Auto
DRHRDSQLPRDN03	Diagnostics Tracking Service	Running	Auto
DRHRDSQLPRDN03	DNS Client	Running	Auto
DRHRDSQLPRDN03	Wired AutoConfig	Stopped	Manual
DRHRDSQLPRDN03	Diagnostic Policy Service	Running	Auto
DRHRDSQLPRDN03	Device Setup Manager	Stopped	Manual
DRHRDSQLPRDN03	Extensible Authentication Protocol	Stopped	Manual
DRHRDSQLPRDN03	Encrypting File System (EFS)	Stopped	Manual
DRHRDSQLPRDN03	Windows Event Log	Running	Auto
DRHRDSQLPRDN03	COM+ Event System	Running	Auto
DRHRDSQLPRDN03	Function Discovery Provider Host	Stopped	Manual
DRHRDSQLPRDN03	Function Discovery Resource Publication	Stopped	Manual
DRHRDSQLPRDN03	Windows Font Cache Service	Running	Auto
DRHRDSQLPRDN03	Windows Presentation Foundation Font Cache 3.0.0.0	Stopped	Manual
DRHRDSQLPRDN03	Group Policy Client	Running	Auto
DRHRDSQLPRDN03	Human Interface Device Service	Stopped	Manual
DRHRDSQLPRDN03	Health Key and Certificate Management	Stopped	Manual
DRHRDSQLPRDN03	Internet Explorer ETW Collector Service	Stopped	Manual
DRHRDSQLPRDN03	IKE and AuthIP IPsec Keying Modules	Running	Auto
DRHRDSQLPRDN03	IP Helper	Running	Auto
DRHRDSQLPRDN03	CNG Key Isolation	Running	Manual
DRHRDSQLPRDN03	KDC Proxy Server service (KPS)	Stopped	Manual
DRHRDSQLPRDN03	KtmRm for Distributed Transaction Coordinator	Stopped	Manual
DRHRDSQLPRDN03	Server	Running	Auto
DRHRDSQLPRDN03	Workstation	Running	Auto
DRHRDSQLPRDN03	LiveUpdate	Stopped	Manual
DRHRDSQLPRDN03	Link-Layer Topology Discovery Mapper	Stopped	Manual
DRHRDSQLPRDN03	TCP/IP NetBIOS Helper	Running	Auto
DRHRDSQLPRDN03	Local Session Manager	Running	Auto
DRHRDSQLPRDN03	Multimedia Class Scheduler	Stopped	Manual
DRHRDSQLPRDN03	Windows Firewall	Running	Auto
DRHRDSQLPRDN03	Distributed Transaction Coordinator	Running	Auto
DRHRDSQLPRDN03	Microsoft iSCSI Initiator Service	Stopped	Manual
DRHRDSQLPRDN03	Windows Installer	Stopped	Manual
DRHRDSQLPRDN03	SQL Server (MSSQLSERVER)	Running	Auto
DRHRDSQLPRDN03	NetBackup Deduplication Multi-Threaded Agent	Running	Auto
DRHRDSQLPRDN03	Network Access Protection Agent	Stopped	Manual
DRHRDSQLPRDN03	Network Connectivity Assistant	Stopped	Manual
DRHRDSQLPRDN03	NetBackup Client Service	Running	Auto
DRHRDSQLPRDN03	NetBackup Discovery Framework	Running	Auto
DRHRDSQLPRDN03	NetBackup Legacy Client Service	Running	Auto
DRHRDSQLPRDN03	NetBackup Legacy Network Service	Running	Auto
DRHRDSQLPRDN03	NetBackup Proxy Service	Stopped	Manual
DRHRDSQLPRDN03	NetBackup SAN Client Fibre Transport Service	Stopped	Disabled
DRHRDSQLPRDN03	Netlogon	Running	Auto
DRHRDSQLPRDN03	Network Connections	Stopped	Manual
DRHRDSQLPRDN03	Network List Service	Running	Manual
DRHRDSQLPRDN03	Net.Tcp Port Sharing Service	Stopped	Disabled
DRHRDSQLPRDN03	Network Location Awareness	Running	Auto
DRHRDSQLPRDN03	Network Store Interface Service	Running	Auto
DRHRDSQLPRDN03	Cb Protection Agent	Running	Auto
DRHRDSQLPRDN03	Performance Counter DLL Host	Stopped	Manual
DRHRDSQLPRDN03	Performance Logs & Alerts	Stopped	Manual
DRHRDSQLPRDN03	Plug and Play	Running	Manual
DRHRDSQLPRDN03	IPsec Policy Agent	Running	Manual
DRHRDSQLPRDN03	Power	Running	Auto
DRHRDSQLPRDN03	Printer Extensions and Notifications	Stopped	Manual
DRHRDSQLPRDN03	User Profile Service	Running	Auto
DRHRDSQLPRDN03	Remote Access Auto Connection Manager	Stopped	Manual
DRHRDSQLPRDN03	Remote Access Connection Manager	Stopped	Manual
DRHRDSQLPRDN03	Routing and Remote Access	Stopped	Disabled
DRHRDSQLPRDN03	Remote Registry	Running	Auto
DRHRDSQLPRDN03	RPC Endpoint Mapper	Running	Auto
DRHRDSQLPRDN03	Remote Procedure Call (RPC) Locator	Stopped	Manual
DRHRDSQLPRDN03	Remote Procedure Call (RPC)	Running	Auto
DRHRDSQLPRDN03	Resultant Set of Policy Provider	Stopped	Manual
DRHRDSQLPRDN03	Special Administration Console Helper	Stopped	Manual
DRHRDSQLPRDN03	Security Accounts Manager	Running	Auto
DRHRDSQLPRDN03	Smart Card	Stopped	Disabled
DRHRDSQLPRDN03	Smart Card Device Enumeration Service	Stopped	Manual
DRHRDSQLPRDN03	Task Scheduler	Running	Auto
DRHRDSQLPRDN03	Smart Card Removal Policy	Stopped	Manual
DRHRDSQLPRDN03	Secondary Logon	Stopped	Manual
DRHRDSQLPRDN03	System Event Notification Service	Running	Auto
DRHRDSQLPRDN03	Symantec Endpoint Protection Local Proxy Service	Stopped	Disabled
DRHRDSQLPRDN03	Symantec Endpoint Protection	Running	Auto
DRHRDSQLPRDN03	Symantec Endpoint Protection WSC Service	Running	Auto
DRHRDSQLPRDN03	Remote Desktop Configuration	Running	Manual
DRHRDSQLPRDN03	Internet Connection Sharing (ICS)	Stopped	Disabled
DRHRDSQLPRDN03	Shell Hardware Detection	Stopped	Auto
DRHRDSQLPRDN03	Microsoft Storage Spaces SMP	Stopped	Manual
DRHRDSQLPRDN03	Symantec Network Access Control	Stopped	Manual
DRHRDSQLPRDN03	SNMP Service	Running	Auto
DRHRDSQLPRDN03	SNMP Trap	Stopped	Manual
DRHRDSQLPRDN03	Print Spooler	Running	Auto
DRHRDSQLPRDN03	Software Protection	Stopped	Auto
DRHRDSQLPRDN03	SQL Server Browser	Stopped	Disabled
DRHRDSQLPRDN03	SQL Server Agent (MSSQLSERVER)	Running	Auto
DRHRDSQLPRDN03	SQL Server VSS Writer	Running	Auto
DRHRDSQLPRDN03	SSDP Discovery	Stopped	Disabled
DRHRDSQLPRDN03	Secure Socket Tunneling Protocol Service	Stopped	Manual
DRHRDSQLPRDN03	Spot Verifier	Stopped	Manual
DRHRDSQLPRDN03	Microsoft Software Shadow Copy Provider	Stopped	Manual
DRHRDSQLPRDN03	Superfetch	Stopped	Manual
DRHRDSQLPRDN03	System Events Broker	Running	Auto
DRHRDSQLPRDN03	Telephony	Stopped	Manual
DRHRDSQLPRDN03	Remote Desktop Services	Running	Manual
DRHRDSQLPRDN03	Themes	Running	Auto
DRHRDSQLPRDN03	Thread Ordering Server	Stopped	Manual
DRHRDSQLPRDN03	Storage Tiers Management	Stopped	Manual
DRHRDSQLPRDN03	Distributed Link Tracking Client	Running	Auto
DRHRDSQLPRDN03	Windows Modules Installer	Stopped	Manual
DRHRDSQLPRDN03	User Access Logging Service	Running	Auto
DRHRDSQLPRDN03	Interactive Services Detection	Stopped	Manual
DRHRDSQLPRDN03	Remote Desktop Services UserMode Port Redirector	Running	Manual
DRHRDSQLPRDN03	UPnP Device Host	Stopped	Disabled
DRHRDSQLPRDN03	Credential Manager	Stopped	Manual
DRHRDSQLPRDN03	Virtual Disk	Stopped	Manual
DRHRDSQLPRDN03	VMware Alias Manager and Ticket Service	Running	Auto
DRHRDSQLPRDN03	Hyper-V Guest Service Interface	Stopped	Manual
DRHRDSQLPRDN03	Hyper-V Heartbeat Service	Stopped	Manual
DRHRDSQLPRDN03	Hyper-V Data Exchange Service	Stopped	Manual
DRHRDSQLPRDN03	Hyper-V Remote Desktop Virtualization Service	Stopped	Manual
DRHRDSQLPRDN03	Hyper-V Guest Shutdown Service	Stopped	Manual
DRHRDSQLPRDN03	Hyper-V Time Synchronization Service	Stopped	Manual
DRHRDSQLPRDN03	Hyper-V Volume Shadow Copy Requestor	Stopped	Manual
DRHRDSQLPRDN03	VMware Tools	Running	Auto
DRHRDSQLPRDN03	VMware Snapshot Provider	Stopped	Manual
DRHRDSQLPRDN03	VMware Physical Disk Helper Service	Running	Auto
DRHRDSQLPRDN03	VMware CAF AMQP Communication Service	Stopped	Manual
DRHRDSQLPRDN03	VMware CAF Management Agent Service	Running	Auto
DRHRDSQLPRDN03	Symantec Private Branch Exchange	Running	Auto
DRHRDSQLPRDN03	Volume Shadow Copy	Stopped	Manual
DRHRDSQLPRDN03	Windows Time	Running	Manual
DRHRDSQLPRDN03	Windows Connection Manager	Running	Auto
DRHRDSQLPRDN03	Windows Color System	Stopped	Manual
DRHRDSQLPRDN03	Diagnostic Service Host	Stopped	Manual
DRHRDSQLPRDN03	Diagnostic System Host	Stopped	Manual
DRHRDSQLPRDN03	Windows Event Collector	Stopped	Manual
DRHRDSQLPRDN03	Windows Encryption Provider Host Service	Stopped	Manual
DRHRDSQLPRDN03	Problem Reports and Solutions Control Panel Support	Stopped	Manual
DRHRDSQLPRDN03	Windows Error Reporting Service	Stopped	Manual
DRHRDSQLPRDN03	WinHTTP Web Proxy Auto-Discovery Service	Running	Manual
DRHRDSQLPRDN03	Windows Management Instrumentation	Running	Auto
DRHRDSQLPRDN03	Windows Remote Management (WS-Management)	Running	Auto
DRHRDSQLPRDN03	WMI Performance Adapter	Stopped	Manual
DRHRDSQLPRDN03	Portable Device Enumerator Service	Stopped	Manual
DRHRDSQLPRDN03	Windows Store Service (WSService)	Stopped	Manual
DRHRDSQLPRDN03	Windows Update	Running	Manual
DRHRDSQLPRDN03	Windows Driver Foundation - User-mode Driver Framework	Stopped	Manual
DRHRDSQLPRDN03	FireEye Endpoint Agent	Running	Auto
FCRSPTMETPRDN01	Application Experience	Stopped	Manual
FCRSPTMETPRDN01	Application Layer Gateway Service	Stopped	Manual
FCRSPTMETPRDN01	Application Identity	Stopped	Manual
FCRSPTMETPRDN01	Application Information	Stopped	Manual
FCRSPTMETPRDN01	Application Management	Stopped	Manual
FCRSPTMETPRDN01	App Readiness	Stopped	Manual
FCRSPTMETPRDN01	AppX Deployment Service (AppXSVC)	Stopped	Manual
FCRSPTMETPRDN01	Windows Audio Endpoint Builder	Stopped	Manual
FCRSPTMETPRDN01	Windows Audio	Stopped	Manual
FCRSPTMETPRDN01	Base Filtering Engine	Running	Auto
FCRSPTMETPRDN01	Background Intelligent Transfer Service	Stopped	Manual
FCRSPTMETPRDN01	Background Tasks Infrastructure Service	Running	Auto
FCRSPTMETPRDN01	Computer Browser	Stopped	Disabled
FCRSPTMETPRDN01	Carbon Black Sensor	Running	Auto
FCRSPTMETPRDN01	Certificate Propagation	Running	Manual
FCRSPTMETPRDN01	COM+ System Application	Running	Manual
FCRSPTMETPRDN01	Cryptographic Services	Running	Auto
FCRSPTMETPRDN01	DCOM Server Process Launcher	Running	Auto
FCRSPTMETPRDN01	Optimize drives	Stopped	Manual
FCRSPTMETPRDN01	Device Association Service	Stopped	Manual
FCRSPTMETPRDN01	Device Install Service	Stopped	Manual
FCRSPTMETPRDN01	DHCP Client	Running	Auto
FCRSPTMETPRDN01	Diagnostics Tracking Service	Running	Auto
FCRSPTMETPRDN01	DNS Client	Running	Auto
FCRSPTMETPRDN01	Wired AutoConfig	Stopped	Manual
FCRSPTMETPRDN01	Diagnostic Policy Service	Running	Auto
FCRSPTMETPRDN01	Device Setup Manager	Stopped	Manual
FCRSPTMETPRDN01	Extensible Authentication Protocol	Stopped	Manual
FCRSPTMETPRDN01	Encrypting File System (EFS)	Stopped	Manual
FCRSPTMETPRDN01	Windows Event Log	Running	Auto
FCRSPTMETPRDN01	COM+ Event System	Running	Auto
FCRSPTMETPRDN01	Function Discovery Provider Host	Stopped	Manual
FCRSPTMETPRDN01	Function Discovery Resource Publication	Stopped	Manual
FCRSPTMETPRDN01	Windows Font Cache Service	Running	Auto
FCRSPTMETPRDN01	Group Policy Client	Running	Auto
FCRSPTMETPRDN01	Human Interface Device Service	Stopped	Manual
FCRSPTMETPRDN01	Health Key and Certificate Management	Stopped	Manual
